filename|barcode|iiif|lang_year|label_filled
Z15657730X_00033_page33_01.jpg|Z15657730X|https://iiif.onb.ac.at/images/ABO/Z15657730X/00000033/152,162,1161,1815/full/0/native.jpg|D16|"landscapes, 25H|plants; vegetation, 25G*"
Z15657730X_00037_page37_01.jpg|Z15657730X|https://iiif.onb.ac.at/images/ABO/Z15657730X/00000037/152,150,1159,1822/full/0/native.jpg|D16|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314"
Z15657730X_00054_page54_01.jpg|Z15657730X|https://iiif.onb.ac.at/images/ABO/Z15657730X/00000054/326,66,1173,1848/full/0/native.jpg|D16|landscapes, 25H*
Z15657730X_00061_page61_01.jpg|Z15657730X|https://iiif.onb.ac.at/images/ABO/Z15657730X/00000061/173,135,1178,1345/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15657730X_00074_page74_01.jpg|Z15657730X|https://iiif.onb.ac.at/images/ABO/Z15657730X/00000074/0,88,1616,2087/full/0/native.jpg|D16|
Z15657730X_00075_page75_01.jpg|Z15657730X|https://iiif.onb.ac.at/images/ABO/Z15657730X/00000075/2,97,1702,2139/full/0/native.jpg|D16|
Z156771000_00002_page2_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000002/552,895,545,300/full/0/native.jpg|D16|
Z156771000_00009_page9_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000009/332,1457,1056,598/full/0/native.jpg|D16|landscapes, 25H
Z156771000_00011_page11_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000011/205,845,499,536/full/0/native.jpg|D16|
Z156771000_00027_page27_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000027/176,1327,359,352/full/0/native.jpg|D16|
Z156771000_00047_page47_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000047/148,1402,363,345/full/0/native.jpg|D16|
Z156771000_00068_page68_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000068/338,257,505,564/full/0/native.jpg|D16|
Z156771000_00081_page81_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000081/147,1229,470,538/full/0/native.jpg|D16|
Z156771000_00091_page91_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000091/1167,1975,153,109/full/0/native.jpg|D16|
Z156771000_00092_page92_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000092/366,618,482,540/full/0/native.jpg|D16|
Z156771000_00096_page96_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000096/396,1095,454,516/full/0/native.jpg|D16|
Z156771000_00105_page105_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000105/182,735,451,533/full/0/native.jpg|D16|
Z156771000_00120_page120_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000120/358,1695,351,387/full/0/native.jpg|D16|
Z156771000_00139_page139_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000139/131,373,371,364/full/0/native.jpg|D16|
Z156771000_00157_page157_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000157/168,1367,1165,625/full/0/native.jpg|D16|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|camel, 25F24|monkeys, apes, 25F22*"
Z156771000_00159_page159_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000159/151,715,480,550/full/0/native.jpg|D16|
Z156771000_00172_page172_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000172/333,1141,377,365/full/0/native.jpg|D16|
Z156771000_00193_page193_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000193/113,220,385,402/full/0/native.jpg|D16|
Z156771000_00202_page202_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000202/386,1242,377,357/full/0/native.jpg|D16|
Z156771000_00213_page213_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000213/139,957,366,374/full/0/native.jpg|D16|
Z156771000_00224_page224_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000224/362,1011,390,362/full/0/native.jpg|D16|
Z156771000_00231_page231_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000231/137,405,444,515/full/0/native.jpg|D16|
Z156771000_00237_page237_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000237/124,1306,314,344/full/0/native.jpg|D16|
Z156771000_00262_page262_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000262/360,366,380,353/full/0/native.jpg|D16|
Z156771000_00274_page274_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000274/352,1478,358,355/full/0/native.jpg|D16|
Z156771000_00290_page290_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000290/629,1588,606,313/full/0/native.jpg|D16|
Z156771000_00291_page291_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000291/143,1070,386,371/full/0/native.jpg|D16|
Z156771000_00300_page300_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000300/633,1725,617,325/full/0/native.jpg|D16|
Z156771000_00301_page301_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000301/133,636,526,541/full/0/native.jpg|D16|
Z156771000_00318_page318_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000318/369,1329,475,541/full/0/native.jpg|D16|
Z156771000_00325_page325_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000325/178,1398,1179,633/full/0/native.jpg|D16|"landscapes, 25H*|plants; vegetation, 25G*"
Z156771000_00327_page327_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000327/153,1076,365,362/full/0/native.jpg|D16|
Z156771000_00339_page339_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000339/178,1590,374,360/full/0/native.jpg|D16|
Z156771000_00350_page350_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000350/370,691,457,508/full/0/native.jpg|D16|
Z156771000_00361_page361_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000361/166,573,332,351/full/0/native.jpg|D16|
Z156771000_00375_page375_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000375/183,267,351,524/full/0/native.jpg|D16|
Z156771000_00400_page400_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000400/314,1620,373,355/full/0/native.jpg|D16|
Z156771000_00403_page403_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000403/123,1630,361,360/full/0/native.jpg|D16|
Z156771000_00416_page416_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000416/353,1018,396,366/full/0/native.jpg|D16|
Z156771000_00422_page422_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000422/355,1000,355,537/full/0/native.jpg|D16|
Z156771000_00441_page441_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000441/179,1427,365,337/full/0/native.jpg|D16|
Z156771000_00443_page443_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000443/195,248,377,357/full/0/native.jpg|D16|
Z156771000_00444_page444_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000444/349,493,446,538/full/0/native.jpg|D16|
Z156771000_00447_page447_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000447/202,260,477,528/full/0/native.jpg|D16|
Z156771000_00449_page449_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000449/197,858,363,543/full/0/native.jpg|D16|
Z156771000_00450_page450_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000450/307,1500,339,325/full/0/native.jpg|D16|
Z156771000_00454_page454_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000454/333,691,367,371/full/0/native.jpg|D16|
Z156771000_00456_page456_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000456/334,719,444,533/full/0/native.jpg|D16|
Z156771000_00459_page459_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000459/198,1691,342,365/full/0/native.jpg|D16|
Z156771000_00467_page467_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000467/203,354,358,356/full/0/native.jpg|D16|
Z156771000_00476_page476_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000476/339,1327,389,383/full/0/native.jpg|D16|
Z156771000_00491_page491_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000491/203,770,381,347/full/0/native.jpg|D16|
Z156771000_00508_page508_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000508/579,1121,724,600/full/0/native.jpg|D16|
Z156771000_00515_page515_01.jpg|Z156771000|https://iiif.onb.ac.at/images/ABO/Z156771000/00000515/429,739,737,592/full/0/native.jpg|D16|
Z156843801_00001_page1_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000001/84,506,638,554/full/0/native.jpg|D16|
Z156843801_00002_page2_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000002/94,208,962,1354/full/0/native.jpg|D16|"plants; vegetation, 25G|animals, 25F*|fabulous animals, 25FF*"
Z156843801_00005_page5_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000005/385,1134,365,455/full/0/native.jpg|D16|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314|snakes, 25F42|fabulous animals, 25FF|fabulous animals, pegasus, the winged horse, 93D1"
Z156843801_00013_page13_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000013/96,652,281,273/full/0/native.jpg|D16|
Z156843801_00142_page142_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000142/364,1013,395,254/full/0/native.jpg|D16|
Z156843801_00143_page143_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000143/63,884,277,273/full/0/native.jpg|D16|
Z156843801_00166_page166_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000166/391,1221,401,255/full/0/native.jpg|D16|
Z156843801_00340_page340_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000340/376,949,400,256/full/0/native.jpg|D16|
Z156843801_00341_page341_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000341/106,781,285,273/full/0/native.jpg|D16|
Z156843801_00482_page482_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000482/323,741,486,376/full/0/native.jpg|D16|
Z156843801_00483_page483_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000483/96,909,273,268/full/0/native.jpg|D16|
Z156843801_00548_page548_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000548/385,881,381,256/full/0/native.jpg|D16|
Z156843801_00553_page553_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000553/473,1536,494,354/full/0/native.jpg|D16|
Z156843801_00557_page557_01.jpg|Z156843801|https://iiif.onb.ac.at/images/ABO/Z156843801/00000557/233,1355,436,287/full/0/native.jpg|D16|
Z157583008_00001_page1_01.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000001/269,0,1518,2232/full/0/native.jpg|D16|
Z157583008_00002_page2_01.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000002/597,696,531,299/full/0/native.jpg|D16|
Z157583008_00002_page2_02.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000002/955,1813,527,325/full/0/native.jpg|D16|
Z157583008_00005_page5_01.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000005/374,980,947,698/full/0/native.jpg|D16|"animals, 25F|fabulous animals, 25FF|birds, 25F3"
Z157583008_00007_page7_01.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000007/205,72,373,307/full/0/native.jpg|D16|
Z157583008_00019_page19_01.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000019/523,1819,687,312/full/0/native.jpg|D16|
Z157583008_00020_page20_01.jpg|Z157583008|https://iiif.onb.ac.at/images/ABO/Z157583008/00000020/0,86,1554,2154/full/0/native.jpg|D16|
Z157598504_00001_page1_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000001/227,0,1602,2209/full/0/native.jpg|D16|
Z157598504_00002_page2_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000002/517,782,530,300/full/0/native.jpg|D16|
Z157598504_00005_page5_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000005/191,845,1334,1156/full/0/native.jpg|D16|plants; vegetation, 25G*
Z157598504_00006_page6_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000006/241,72,393,390/full/0/native.jpg|D16|
Z157598504_00036_page36_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000036/524,1006,291,285/full/0/native.jpg|D16|
Z157598504_00039_page39_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000039/453,1762,542,323/full/0/native.jpg|D16|
Z157598504_00040_page40_01.jpg|Z157598504|https://iiif.onb.ac.at/images/ABO/Z157598504/00000040/0,80,1549,2123/full/0/native.jpg|D16|
Z158700100_00002_page2_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000002/643,1191,967,542/full/0/native.jpg|D16|
Z158700100_00008_page8_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000008/500,786,1397,1454/full/0/native.jpg|D16|"animals, 25F*|fabulous animals, 25FF"
Z158700100_00027_page27_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000027/272,329,1990,3000/full/0/native.jpg|D16|
Z158700100_00029_page29_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000029/458,448,1641,2850/full/0/native.jpg|D16|
Z158700100_00035_page35_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000035/410,588,1708,2748/full/0/native.jpg|D16|
Z158700100_00037_page37_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000037/262,434,1922,2983/full/0/native.jpg|D16|
Z158700100_00044_page44_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000044/278,497,1727,2856/full/0/native.jpg|D16|
Z158700100_00045_page45_01.jpg|Z158700100|https://iiif.onb.ac.at/images/ABO/Z158700100/00000045/335,458,1855,2814/full/0/native.jpg|D16|
Z159579501_00004_page4_01.jpg|Z159579501|https://iiif.onb.ac.at/images/ABO/Z159579501/00000004/628,694,359,347/full/0/native.jpg|D16|
Z159579604_00003_page3_01.jpg|Z159579604|https://iiif.onb.ac.at/images/ABO/Z159579604/00000003/171,861,334,342/full/0/native.jpg|D16|
Z159579604_00009_page9_01.jpg|Z159579604|https://iiif.onb.ac.at/images/ABO/Z159579604/00000009/177,794,321,340/full/0/native.jpg|D16|
Z159579604_00011_page11_01.jpg|Z159579604|https://iiif.onb.ac.at/images/ABO/Z159579604/00000011/116,60,1297,1975/full/0/native.jpg|D16|
Z15958790X_00001_page1_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000001/103,71,1795,2284/full/0/native.jpg|D16|
Z15958790X_00002_page2_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000002/49,13,627,403/full/0/native.jpg|D16|
Z15958790X_00002_page2_02.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000002/601,905,537,294/full/0/native.jpg|D16|
Z15958790X_00005_page5_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000005/542,1345,394,385/full/0/native.jpg|D16|
Z15958790X_00007_page7_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000007/419,1243,652,518/full/0/native.jpg|D16|
Z15958790X_00008_page8_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000008/308,420,588,627/full/0/native.jpg|D16|
Z15958790X_00011_page11_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000011/301,1269,816,423/full/0/native.jpg|D16|
Z15958790X_00012_page12_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000012/721,1299,513,434/full/0/native.jpg|D16|
Z15958790X_00029_page29_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000029/67,129,1377,1638/full/0/native.jpg|D16|
Z15958790X_00043_page43_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000043/111,364,1330,1486/full/0/native.jpg|D16|"animals, 25F|horses and kindred animals, 46C1314"
Z15958790X_00044_page44_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000044/680,1422,515,402/full/0/native.jpg|D16|
Z15958790X_00045_page45_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000045/136,275,1307,1569/full/0/native.jpg|D16|"animals, 25F|horses and kindred animals, 46C1314"
Z15958790X_00056_page56_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000056/722,204,694,1503/full/0/native.jpg|D16|
Z15958790X_00066_page66_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000066/529,922,792,666/full/0/native.jpg|D16|
Z15958790X_00067_page67_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000067/220,306,1104,1488/full/0/native.jpg|D16|
Z15958790X_00068_page68_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000068/534,1369,823,421/full/0/native.jpg|D16|
Z15958790X_00069_page69_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000069/201,318,1089,1429/full/0/native.jpg|D16|
Z15958790X_00079_page79_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000079/142,514,395,389/full/0/native.jpg|D16|
Z15958790X_00081_page81_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000081/118,0,1535,2118/full/0/native.jpg|D16|
Z15958790X_00092_page92_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000092/0,159,1667,1748/full/0/native.jpg|D16|"animals, 25F|plants; vegetation, 25G*|camel, 25F24"
Z15958790X_00094_page94_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000094/206,204,1371,1710/full/0/native.jpg|D16|
Z15958790X_00109_page109_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000109/221,1032,1054,635/full/0/native.jpg|D16|
Z15958790X_00110_page110_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000110/136,202,1379,1803/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00111_page111_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000111/266,181,1118,1820/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00113_page113_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000113/173,229,1309,1554/full/0/native.jpg|D16|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314"
Z15958790X_00125_page125_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000125/358,1126,804,656/full/0/native.jpg|D16|
Z15958790X_00126_page126_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000126/62,183,1634,1682/full/0/native.jpg|D16|landscapes, 25H
Z15958790X_00129_page129_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000129/266,1076,1032,642/full/0/native.jpg|D16|
Z15958790X_00130_page130_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000130/226,43,1318,1044/full/0/native.jpg|D16|
Z15958790X_00134_page134_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000134/301,521,398,385/full/0/native.jpg|D16|
Z15958790X_00163_page163_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000163/261,126,1036,2008/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00164_page164_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000164/425,146,1055,1789/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00165_page165_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000165/228,115,1142,2040/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00166_page166_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000166/417,196,1009,1806/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00167_page167_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000167/412,1065,752,391/full/0/native.jpg|D16|
Z15958790X_00168_page168_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000168/527,845,790,655/full/0/native.jpg|D16|
Z15958790X_00169_page169_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000169/180,69,1225,2024/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00170_page170_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000170/479,52,917,1808/full/0/native.jpg|D16|plants; vegetation, 25G*
Z15958790X_00171_page171_01.jpg|Z15958790X|https://iiif.onb.ac.at/images/ABO/Z15958790X/00000171/144,77,1148,1960/full/0/native.jpg|D16|plants; vegetation, 25G*
