filename|corpus|label
Z105572305_00029_page29_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|snakes, 25F42"
Z105572305_00030_page30_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00031_page31_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|snakes, 25F42"
Z105572305_00060_page60_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*|animals, 25F*|horses and kindred animals, 46C1314*|camel, 25F24*|group of animals, 25F1"
Z105572305_00067_page67_01.jpg|D17|"landscapes, 25H|animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00068_page68_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00071_page71_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*"
Z105572305_00076_page76_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00079_page79_01.jpg|D17|"landscapes, 25H|animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00096_page96_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00098_page98_01.jpg|D17|plants; vegetation, 25G
Z105572305_00099_page99_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G"
Z105572305_00101_page101_01.jpg|D17|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314"
Z105572305_00110_page110_01.jpg|D17|"plants; vegetation, 25G*|animals, 25F*|horses and kindred animals, 46C1314*"
Z105572305_00121_page121_01.jpg|D17|"animals, 25F*|hoofed animals (DEER), 25F24*|horses and kindred animals, 46C1314*|group of animals, 25F1"
Z105572305_00136_page136_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00154_page154_01.jpg|D17|"animals, 25F|landscapes, 25H*|plants; vegetation, 25G*|horses and kindred animals, 46C1314|birds, 25F3*|fabulous animals, 25FF*|group of animals, 25F1"
Z105572305_00156_page156_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00160_page160_01.jpg|D17|"landscapes, 25H|animals, 25F|fishes, 25F6|group of animals, 25F1"
Z105572305_00162_page162_01.jpg|D17|"landscapes, 25H|maps; atlases, 25A|plants; vegetation, 25G*"
Z105572305_00168_page168_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G"
Z105572305_00177_page177_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00178_page178_01.jpg|D17|plants; vegetation, 25G
Z105572305_00180_page180_01.jpg|D17|"animals, 25F*|birds, 25F3*"
Z105572305_00181_page181_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G"
Z105572305_00182_page182_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00183_page183_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|snakes, 25F42|horses and kindred animals, 46C1314*|fabulous animals, 25FF*|fishes, 25F6*|insects, 25F711*|beasts of prey, predatory animals, 25F23(LION)*"
Z105572305_00187_page187_01.jpg|D17|plants; vegetation, 25G
Z105572305_00188_page188_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G"
Z105572305_00196_page196_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*"
Z105572305_00210_page210_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00213_page213_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00217_page217_01.jpg|D17|"animals, 25F|landscapes, 25H*|plants; vegetation, 25G*|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00228_page228_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00231_page231_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00232_page232_01.jpg|D17|"landscapes, 25H|animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z105572305_00233_page233_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*"
Z105572305_00237_page237_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314"
Z105572305_00241_page241_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00262_page262_01.jpg|D17|landscapes, 25H*
Z105572305_00264_page264_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00268_page268_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*"
Z105572305_00273_page273_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314"
Z105572305_00276_page276_01.jpg|D17|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314|group of animals, 25F1"
Z105572305_00284_page284_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00288_page288_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00293_page293_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00294_page294_01.jpg|D17|plants; vegetation, 25G
Z105572305_00295_page295_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00297_page297_01.jpg|D17|"landscapes, 25H*|plants; vegetation, 25G*"
Z105572305_00300_page300_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00338_page338_01.jpg|D17|plants; vegetation, 25G*
Z105572305_00342_page342_01.jpg|D17|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z105572305_00347_page347_01.jpg|D17|"landscapes, 25H|animals, 25F|fishes, 25F6|group of animals, 25F1"
Z105572305_00349_page349_01.jpg|D17|landscapes, 25H*
Z105572305_00354_page354_01.jpg|D17|"landscapes, 25H*|plants; vegetation, 25G*"
Z105572305_00355_page355_01.jpg|D17|"landscapes, 25H|animals, 25F|horses and kindred animals, 46C1314|camel, 25F24*|group of animals, 25F1"
Z105572305_00374_page374_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*"
Z105572305_00378_page378_01.jpg|D17|plants; vegetation, 25G
Z105572305_00385_page385_01.jpg|D17|"animals, 25F|horses and kindred animals, 46C1314"
Z105572305_00391_page391_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G"
Z105572305_00392_page392_01.jpg|D17|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00007_page7_01.jpg|D18|"landscapes, 25H*|maps; atlases, 25A*"
Z114800707_00011_page11_01.jpg|D18|"landscapes, 25H*|plants; vegetation, 25G*|animals, 25F*|birds, 25F3*|group of animals, 25F1|beasts of prey, predatory animals, 25F23(LION)*|elephant, 25F25*"
Z114800707_00043_page43_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00093_page93_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G"
Z114800707_00103_page103_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00107_page107_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*|animals, 25F*|birds, 25F3*|group of animals, 25F1"
Z114800707_00111_page111_01.jpg|D18|"landscapes, 25H|animals, 25F*|birds, 25F3*"
Z114800707_00145_page145_01.jpg|D18|"animals, 25F|birds, 25F3*|snakes, 25F42*|insects (BEETLE), 25F711"
Z114800707_00145_page145_03.jpg|D18|"animals, 25F|insects (BEETLE), 25F711"
Z114800707_00163_page163_01.jpg|D18|"plants; vegetation, 25G*|animals, 25F*|dog, 34B11*|horses and kindred animals, 46C1314*|camel, 25F24*|group of animals, 25F1"
Z114800707_00173_page173_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00263_page263_01.jpg|D18|"plants; vegetation, 25G|landscapes, 25H*"
Z114800707_00267_page267_01.jpg|D18|"landscapes, 25H*|plants; vegetation, 25G*"
Z114800707_00279_page279_01.jpg|D18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314"
Z114800707_00297_page297_01.jpg|D18|"animals, 25F|dog, 34B11*|birds, 25F3|horses and kindred animals, 46C1314*|group of animals, 25F1|snakes, 25F42*"
Z114800707_00299_page299_01.jpg|D18|"animals, 25F|fabulous animals, 25FF|dog, 34B11|birds, 25F3|horses and kindred animals, 46C1314*|group of animals, 25F1|snakes, 25F42*"
Z114800707_00313_page313_01.jpg|D18|"animals, 25F|dog, 34B11|birds, 25F3"
Z114800707_00343_page343_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G"
Z114800707_00343_page343_02.jpg|D18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G|camel, 25F24"
Z114800707_00349_page349_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00349_page349_02.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00365_page365_01.jpg|D18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|camel, 25F24"
Z114800707_00367_page367_01.jpg|D18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|camel, 25F24"
Z114800707_00375_page375_01.jpg|D18|"animals, 25F|camel, 25F24|group of animals, 25F1|hoofed animals, 25F24"
Z114800707_00389_page389_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00401_page401_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00413_page413_01.jpg|D18|maps; atlases, 25A
Z114800707_00419_page419_01.jpg|D18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|fishes, 25F6|group of animals, 25F1"
Z114800707_00423_page423_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00431_page431_01.jpg|D18|maps; atlases, 25A
Z114800707_00431_page431_02.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00447_page447_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00451_page451_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00455_page455_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00457_page457_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00459_page459_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00481_page481_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00483_page483_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00485_page485_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00487_page487_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00507_page507_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z114800707_00553_page553_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00579_page579_01.jpg|D18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|camel, 25F24|horses and kindred animals, 46C1314*|group of animals, 25F1"
Z114800707_00601_page601_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114800707_00615_page615_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G"
Z114800707_00625_page625_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00009_page9_01.jpg|D18|"landscapes, 25H*|maps; atlases, 25A*"
Z11480080X_00031_page31_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00079_page79_01.jpg|D18|"animals, 25F*|group of animals, 25F1|snakes, 25F42*"
Z11480080X_00095_page95_01.jpg|D18|"animals, 25F*|snakes, 25F42*"
Z11480080X_00099_page99_01.jpg|D18|"animals, 25F*|snakes, 25F42*"
Z11480080X_00121_page121_01.jpg|D18|"animals, 25F|landscapes, 25H*|plants; vegetation, 25G*|cattle, 47I21|group of animals, 25F1"
Z11480080X_00121_page121_02.jpg|D18|plants; vegetation, 25G*
Z11480080X_00121_page121_03.jpg|D18|plants; vegetation, 25G*
Z11480080X_00139_page139_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00149_page149_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00159_page159_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00177_page177_01.jpg|D18|maps; atlases, 25A
Z11480080X_00189_page189_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00191_page191_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z11480080X_00197_page197_01.jpg|D18|"animals, 25F|fabulous animals, 25FF|birds, 25F3"
Z11480080X_00197_page197_02.jpg|D18|"animals, 25F|horses and kindred animals, 46C1314"
Z11480080X_00201_page201_01.jpg|D18|"animals, 25F|fabulous animals, 25FF|birds, 25F3"
Z11480080X_00201_page201_02.jpg|D18|"animals, 25F|horses and kindred animals, 46C1314"
Z11480080X_00215_page215_01.jpg|D18|"animals, 25F|plants; vegetation, 25G|cattle, 47I21"
Z11480080X_00215_page215_02.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z11480080X_00215_page215_04.jpg|D18|"animals, 25F|plants; vegetation, 25G|cattle, 47I21"
Z11480080X_00215_page215_05.jpg|D18|plants; vegetation, 25G
Z11480080X_00217_page217_01.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z11480080X_00217_page217_02.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314|cattle, 47I21"
Z11480080X_00219_page219_01.jpg|D18|"animals, 25F|plants; vegetation, 25G|cattle, 47I21"
Z11480080X_00219_page219_02.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z11480080X_00219_page219_05.jpg|D18|"animals, 25F|plants; vegetation, 25G|cattle, 47I21"
Z11480080X_00223_page223_03.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314|cattle, 47I21"
Z11480080X_00223_page223_04.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z11480080X_00227_page227_02.jpg|D18|"animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314"
Z11480080X_00253_page253_01.jpg|D18|"plants; vegetation, 25G*|animals, 25F*|cattle, 47I21*|horses and kindred animals, 46C1314*|group of animals, 25F1"
Z11480080X_00259_page259_01.jpg|D18|"plants; vegetation, 25G*|animals, 25F*|cattle, 47I21*|horses and kindred animals, 46C1314*|group of animals, 25F1"
Z11480080X_00273_page273_01.jpg|D18|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314|group of animals, 25F1"
Z11480080X_00273_page273_02.jpg|D18|"animals, 25F|plants; vegetation, 25G*|horses and kindred animals, 46C1314"
Z11480080X_00273_page273_03.jpg|D18|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z11480080X_00287_page287_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00291_page291_01.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*"
Z11480080X_00325_page325_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00343_page343_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00377_page377_01.jpg|D18|maps; atlases, 25A
Z11480080X_00405_page405_01.jpg|D18|maps; atlases, 25A
Z11480080X_00433_page433_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00501_page501_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00535_page535_01.jpg|D18|"landscapes, 25H|animals, 25F*|birds, 25F3*|group of animals, 25F1"
Z11480080X_00535_page535_02.jpg|D18|"landscapes, 25H|plants; vegetation, 25G*|animals, 25F*|birds, 25F3*|group of animals, 25F1"
Z11480080X_00545_page545_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z11480080X_00559_page559_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114805109_00007_page7_01.jpg|F18|"plants; vegetation, 25G*|maps; atlases, 25A*"
Z114805109_00096_page96_01.jpg|F18|"landscapes, 25H|plants; vegetation, 25G"
Z114805109_00110_page110_01.jpg|F18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|cattle, 47I21"
Z114805109_00155_page155_03.jpg|F18|"animals, 25F|fishes, 25F6|group of animals, 25F1"
Z114805109_00157_page157_07.jpg|F18|"animals, 25F|horses and kindred animals, 46C1314"
Z114805109_00212_page212_01.jpg|F18|"landscapes, 25H|animals, 25F|plants; vegetation, 25G*|cattle, 47I21|group of animals, 25F1"
Z114805109_00265_page265_01.jpg|F18|"animals, 25F|horses and kindred animals, 46C1314|group of animals, 25F1"
Z114805109_00329_page329_01.jpg|F18|maps; atlases, 25A
Z114805109_00337_page337_01.jpg|F18|maps; atlases, 25A
Z114805109_00338_page338_02.jpg|F18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114805109_00353_page353_01.jpg|F18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114805109_00395_page395_01.jpg|F18|maps; atlases, 25A
Z114805109_00401_page401_01.jpg|F18|landscapes, 25H*
Z114805109_00413_page413_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z114805109_00446_page446_01.jpg|F18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z114805109_00449_page449_01.jpg|F18|maps; atlases, 25A
Z114805109_00467_page467_01.jpg|F18|maps; atlases, 25A
Z114815607_00008_page8_01.jpg|D17|"landscapes, 25H*|plants; vegetation, 25G*"
Z116227506_00012_page12_01.jpg|F19|"maps; atlases, 25A|plants; vegetation, 25G*"
Z116227701_00256_page256_01.jpg|F18|"animals, 25F|plants; vegetation, 25G|fabulous animals, 25FF|birds, 25F3|fabulous animals, angels 11G"
Z116230906_00012_page12_01.jpg|F19|"maps; atlases, 25A|plants; vegetation, 25G*"
Z116231005_00368_page368_01.jpg|F19|maps; atlases, 25A
Z116247104_00029_page29_01.jpg|F18|"plants; vegetation, 25G*|animals, 25F*|maps; atlases, 25A*|snakes, 25F42*"
Z116247104_00134_page134_01.jpg|F18|plants; vegetation, 25G*
Z116247104_00377_page377_01.jpg|F18|"plants; vegetation, 25G|landscapes, 25H*|animals, 25F*|birds, 25F3*|horses and kindred animals, 46C1314*|group of animals, 25F1"
Z116247207_00021_page21_01.jpg|F18|"plants; vegetation, 25G|landscapes, 25H*"
Z116247207_00201_page201_01.jpg|F18|"plants; vegetation, 25G|landscapes, 25H*"
Z11624730X_00022_page22_01.jpg|F18|landscapes, 25H*
Z11624730X_00241_page241_01.jpg|F18|"landscapes, 25H|plants; vegetation, 25G*"
Z11624730X_00395_page395_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248406_00007_page7_01.jpg|F18|"landscapes, 25H|plants; vegetation, 25G"
Z116248406_00253_page253_01.jpg|F18|"animals, 25F|horses and kindred animals, 46C1314|fabulous animals, 25FF|birds, 25F3*|group of animals, 25F1|fabulous animals, angels 11G"
Z116248406_00253_page253_02.jpg|F18|"animals, 25F|horses and kindred animals, 46C1314|fabulous animals, 25FF|birds, 25F3*|group of animals, 25F1|fabulous animals, angels 11G"
Z116248406_00323_page323_01.jpg|F18|plants; vegetation, 25G*
Z116248509_00023_page23_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248509_00027_page27_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248509_00219_page219_01.jpg|F18|landscapes, 25H*
Z116248601_00087_page87_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248601_00358_page358_01.jpg|F18|plants; vegetation, 25G*
Z116248601_00466_page466_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248704_00294_page294_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248704_00297_page297_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248704_00320_page320_01.jpg|F18|landscapes, 25H*
Z116248704_00323_page323_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248807_00163_page163_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248807_00165_page165_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116248807_00176_page176_01.jpg|F18|"landscapes, 25H*|plants; vegetation, 25G*"
Z116262609_00007_page7_01.jpg|D18|"animals, 25F|plants; vegetation, 25G|birds, 25F3|snakes, 25F42*"
Z116262609_00040_page40_01.jpg|D18|maps; atlases, 25A
Z116262609_00300_page300_01.jpg|D18|"maps; atlases, 25A|plants; vegetation, 25G*"
Z116298902_00006_page6_01.jpg|D19|"landscapes, 25H|plants; vegetation, 25G"
Z116298902_00012_page12_01.jpg|D19|"animals, 25F|landscapes, 25H*|plants; vegetation, 25G*|horses and kindred animals, 46C1314|group of animals, 25F1"
Z116298902_00110_page110_01.jpg|D19|"animals, 25F|landscapes, 25H*|camel, 25F24|group of animals, 25F1"
Z116298902_00208_page208_01.jpg|D19|"landscapes, 25H|plants; vegetation, 25G"
Z116299001_00008_page8_01.jpg|D19|"landscapes, 25H*|plants; vegetation, 25G*"
Z116299001_00110_page110_01.jpg|D19|"landscapes, 25H|animals, 25F|plants; vegetation, 25G|horses and kindred animals, 46C1314|cattle, 47I21|group of animals, 25F1"
Z116299001_00207_page207_01.jpg|D19|maps; atlases, 25A
Z116299001_00208_page208_01.jpg|D19|"maps; atlases, 25A|plants; vegetation, 25G*"
Z119559800_00715_page715_01.jpg|D19|maps; atlases, 25A
Z119584508_00008_page8_01.jpg|E19|maps; atlases, 25A
Z119584508_00365_page365_01.jpg|E19|"animals, 25F|horses and kindred animals, 46C1314"
Z119584508_00383_page383_01.jpg|E19|"maps; atlases, 25A|plants; vegetation, 25G*"
Z119584508_00538_page538_01.jpg|E19|maps; atlases, 25A
Z119584508_00612_page612_01.jpg|E19|"landscapes, 25H|plants; vegetation, 25G*"
Z119584508_00616_page616_01.jpg|E19|"plants; vegetation, 25G|landscapes, 25H*"
Z119584508_00617_page617_01.jpg|E19|"plants; vegetation, 25G|landscapes, 25H*"
Z119584508_00620_page620_01.jpg|E19|"landscapes, 25H|plants; vegetation, 25G"
Z119584508_00624_page624_01.jpg|E19|landscapes, 25H
Z119584508_00625_page625_01.jpg|E19|"landscapes, 25H|plants; vegetation, 25G"
Z119584508_00693_page693_01.jpg|E19|maps; atlases, 25A
